date,open,close,high,low,volume,amount,name
2023-12-01,111.601,108.851,112.151,107.391,1626263.0,177020353.813,盛美上海
2023-12-04,108.501,106.481,109.171,105.691,1138530.0,121231812.92999999,盛美上海
2023-12-05,106.101,105.101,107.401,105.101,950814.0,99931502.214,盛美上海
2023-12-06,105.861,104.471,105.861,103.601,1000504.0,104523653.384,盛美上海
2023-12-07,104.881,107.001,107.291,103.301,1522057.0,162861621.057,盛美上海
2023-12-08,106.741,109.381,109.381,105.401,2623139.0,286921566.959,盛美上海
2023-12-11,107.601,109.201,109.371,107.131,1332278.0,145486089.878,盛美上海
2023-12-12,109.411,108.761,110.731,107.751,915302.0,99549160.822,盛美上海
2023-12-13,108.101,107.061,109.271,107.051,818919.0,87674287.059,盛美上海
2023-12-14,107.041,106.941,108.701,105.701,853739.0,91299702.399,盛美上海
2023-12-15,107.301,105.561,108.281,104.921,897676.0,94759576.236,盛美上海
2023-12-18,105.761,103.261,105.761,102.981,770717.0,79585008.137,盛美上海
2023-12-19,103.521,105.031,105.331,102.381,857107.0,90022805.317,盛美上海
2023-12-20,106.061,104.201,106.071,104.111,577508.0,60176911.107999995,盛美上海
2023-12-21,103.401,104.601,104.851,102.801,629461.0,65842250.061,盛美上海
2023-12-22,105.161,103.101,105.161,102.901,660361.0,68083879.461,盛美上海
2023-12-25,102.711,102.101,104.101,101.701,504719.0,51532314.619,盛美上海
2023-12-26,101.601,98.361,102.091,96.111,1383356.0,136068279.516,盛美上海
2023-12-27,98.941,100.891,101.981,98.671,1093615.0,110335910.965,盛美上海
2023-12-28,100.401,101.651,102.461,99.101,1514185.0,153918419.435,盛美上海
2023-12-29,101.651,102.511,103.801,99.711,1810897.0,185636862.36699998,盛美上海
2024-01-02,102.801,99.901,102.801,99.801,1024890.0,102387535.89,盛美上海
2024-01-03,99.751,99.441,101.001,98.001,1073491.0,106749018.531,盛美上海
2024-01-04,99.271,98.311,99.901,97.711,608431.0,59815460.041,盛美上海
2024-01-05,99.081,96.901,99.301,96.601,612341.0,59336455.241,盛美上海
2024-01-08,96.101,93.971,98.001,93.831,938065.0,88150906.11500001,盛美上海
2024-01-09,94.161,92.101,95.301,91.511,964426.0,88824599.026,盛美上海
2024-01-10,94.091,93.501,97.641,93.501,1588079.0,148486974.579,盛美上海
2024-01-11,93.491,94.371,95.251,92.681,1062729.0,100290798.45899999,盛美上海
2024-01-12,94.511,94.101,95.971,94.051,778967.0,73301573.667,盛美上海
2024-01-15,93.181,94.581,96.081,92.541,747111.0,70662505.491,盛美上海
2024-01-16,94.381,94.971,96.981,93.101,974645.0,92563010.295,盛美上海
2024-01-17,94.461,90.201,95.091,90.201,1335501.0,120463525.70099999,盛美上海
2024-01-18,89.881,90.731,91.081,87.761,1240123.0,112517599.91299999,盛美上海
2024-01-19,90.821,90.401,92.651,90.291,1033197.0,93402041.997,盛美上海
2024-01-22,90.201,85.401,90.721,85.251,1279439.0,109265370.03899999,盛美上海
2024-01-23,85.471,89.551,90.551,85.401,1597566.0,143063632.866,盛美上海
2024-01-24,90.271,88.401,90.591,86.511,1153625.0,101981603.625,盛美上海
2024-01-25,88.401,91.401,91.711,87.301,1273735.0,116420652.735,盛美上海
2024-01-26,86.301,80.501,86.301,79.831,3723502.0,299745634.50200003,盛美上海
2024-01-29,80.491,78.911,84.081,78.701,2240753.0,176820059.983,盛美上海
2024-01-30,78.521,76.121,79.401,76.101,1356103.0,103227916.463,盛美上海
2024-01-31,74.961,75.621,77.791,74.871,1598537.0,120882966.477,盛美上海
2024-02-01,75.321,75.901,77.951,73.111,1626277.0,123436050.57699999,盛美上海
2024-02-02,76.601,72.141,76.601,69.871,1872544.0,135087196.704,盛美上海
2024-02-05,72.101,71.101,72.841,66.901,2078740.0,147800492.74,盛美上海
2024-02-06,72.101,78.071,78.071,69.451,2452562.0,191473967.90199998,盛美上海
2024-02-07,77.501,84.131,84.781,77.431,3297020.0,277381589.62,盛美上海
2024-02-08,83.601,85.321,91.741,83.571,2451476.0,209162383.796,盛美上海
