date,open,close,high,low,volume,amount,name
2023-12-01,35.536,35.896,36.036,35.286,1727300.0,62003160.800000004,上海新阳
2023-12-04,36.166,36.166,36.676,35.816,2810500.0,101644542.99999999,上海新阳
2023-12-05,35.866,35.186,36.056,35.176,2129400.0,74925068.4,上海新阳
2023-12-06,35.076,35.076,35.466,35.036,1311200.0,45991651.2,上海新阳
2023-12-07,34.946,34.886,35.146,34.646,1472300.0,51362657.800000004,上海新阳
2023-12-08,34.876,34.816,35.456,34.646,2263400.0,78802534.4,上海新阳
2023-12-11,34.866,35.616,35.676,34.496,2522900.0,89855606.4,上海新阳
2023-12-12,36.066,36.226,36.606,35.806,4650200.0,168458145.2,上海新阳
2023-12-13,36.066,35.326,36.096,35.326,2534200.0,89523149.2,上海新阳
2023-12-14,35.736,34.886,35.766,34.866,1976700.0,68959156.2,上海新阳
2023-12-15,34.916,34.466,35.096,34.356,1857300.0,64013701.800000004,上海新阳
2023-12-18,34.266,33.766,34.326,33.566,1844100.0,62267880.599999994,上海新阳
2023-12-19,33.946,34.266,34.566,33.626,1699800.0,58245346.8,上海新阳
2023-12-20,34.416,33.916,34.616,33.896,1681600.0,57033145.599999994,上海新阳
2023-12-21,33.606,33.936,34.136,33.176,1979200.0,67166131.2,上海新阳
2023-12-22,33.936,33.606,34.126,33.466,1844900.0,61999709.400000006,上海新阳
2023-12-25,33.506,33.676,34.036,33.366,1208100.0,40683975.6,上海新阳
2023-12-26,34.706,33.236,35.056,33.156,2982300.0,99119722.8,上海新阳
2023-12-27,33.086,33.456,33.766,32.866,2016300.0,67457332.80000001,上海新阳
2023-12-28,33.526,33.916,34.346,33.166,2719700.0,92241345.19999999,上海新阳
2023-12-29,33.886,34.286,34.386,33.866,2016700.0,69144576.2,上海新阳
2024-01-02,34.436,33.996,34.456,33.986,1821100.0,61910115.6,上海新阳
2024-01-03,33.886,33.766,34.396,33.596,1965300.0,66360319.8,上海新阳
2024-01-04,33.936,33.046,33.936,32.906,2142800.0,70810968.8,上海新阳
2024-01-05,33.096,31.786,33.246,31.666,2957200.0,93997559.2,上海新阳
2024-01-08,31.956,30.936,31.956,30.866,2605900.0,80616122.4,上海新阳
2024-01-09,31.166,31.246,31.696,31.006,2416600.0,75509083.6,上海新阳
2024-01-10,31.226,30.596,31.226,30.316,1903300.0,58233366.8,上海新阳
2024-01-11,30.656,31.266,31.446,30.526,2311700.0,72277612.2,上海新阳
2024-01-12,31.266,30.876,31.416,30.876,1757800.0,54273832.800000004,上海新阳
2024-01-15,31.196,30.716,31.266,30.316,2091400.0,64239442.400000006,上海新阳
2024-01-16,30.616,30.566,30.846,30.076,1619600.0,49504693.6,上海新阳
2024-01-17,30.506,29.576,30.636,29.576,1724700.0,51009727.2,上海新阳
2024-01-18,29.466,29.246,29.766,28.026,3675100.0,107481974.6,上海新阳
2024-01-19,31.456,29.846,31.466,29.576,6175200.0,184305019.2,上海新阳
2024-01-22,29.766,27.876,30.226,27.666,5592800.0,155904892.8,上海新阳
2024-01-23,27.816,28.126,28.386,27.436,3402000.0,95684652.0,上海新阳
2024-01-24,28.186,28.266,28.656,26.896,4054000.0,114590364.0,上海新阳
2024-01-25,28.326,29.966,30.856,27.876,6789300.0,203448163.8,上海新阳
2024-01-26,29.066,31.016,33.056,28.766,12112000.0,375665792.0,上海新阳
2024-01-29,30.056,30.066,31.416,29.766,7705500.0,231673563.0,上海新阳
2024-01-30,29.636,27.876,29.776,27.826,5372900.0,149774960.4,上海新阳
2024-01-31,27.866,27.926,28.906,27.586,4667900.0,130355775.39999999,上海新阳
2024-02-01,27.746,28.526,29.336,27.266,4878100.0,139152680.6,上海新阳
2024-02-02,28.526,27.686,28.896,26.566,5150400.0,142593974.4,上海新阳
2024-02-05,27.166,24.956,27.266,24.666,6014000.0,150085384.0,上海新阳
2024-02-06,24.346,27.626,27.946,24.266,5982400.0,165269782.4,上海新阳
2024-02-07,27.826,28.746,29.006,27.726,5707800.0,164076418.79999998,上海新阳
2024-02-08,29.036,30.066,30.946,28.996,6629900.0,199334573.4,上海新阳
2024-02-19,30.386,30.366,30.786,29.816,5164200.0,156816097.2,上海新阳
2024-02-20,30.066,30.416,30.746,29.546,3473400.0,105646934.4,上海新阳
2024-02-21,29.976,30.186,31.016,29.936,4552800.0,137430820.8,上海新阳
2024-02-22,29.946,31.026,31.266,29.916,5810900.0,180288983.4,上海新阳
2024-02-23,31.086,30.976,31.266,30.416,4656900.0,144252134.4,上海新阳
2024-02-26,30.816,30.976,31.366,30.666,4567900.0,141495270.4,上海新阳
2024-02-27,30.846,31.946,31.956,30.646,5203600.0,166234205.6,上海新阳
2024-02-28,31.946,29.966,32.396,29.966,6291200.0,188522099.20000002,上海新阳
2024-02-29,29.886,33.816,34.396,29.816,14248400.0,481823894.40000004,上海新阳
2024-03-01,33.446,33.996,34.366,33.246,10763000.0,365898948.0,上海新阳
2024-03-04,33.696,34.956,35.446,33.436,9618800.0,336234772.8,上海新阳
2024-03-05,34.466,34.206,35.466,33.926,8868000.0,303338808.0,上海新阳
2024-03-06,33.676,33.566,34.166,33.356,5237300.0,175795211.8,上海新阳
2024-03-07,33.846,33.116,34.346,33.116,4442700.0,147124453.2,上海新阳
2024-03-08,33.056,34.246,34.416,32.996,4868000.0,166709528.0,上海新阳
2024-03-11,34.066,34.156,34.166,33.466,3841800.0,131220520.8,上海新阳
2024-03-12,34.696,34.226,35.176,33.996,6157200.0,210736327.2,上海新阳
2024-03-13,34.386,34.096,34.706,34.046,4525900.0,154315086.39999998,上海新阳
2024-03-14,33.826,33.846,34.166,33.286,3723900.0,126039119.39999999,上海新阳
2024-03-15,34.256,33.866,34.356,33.366,3149200.0,106650807.2,上海新阳
2024-03-18,33.746,34.406,34.416,33.656,4515200.0,155349971.2,上海新阳
2024-03-19,34.176,34.256,34.706,33.966,4354800.0,149178028.8,上海新阳
