date,open,close,high,low,volume,amount,name
2023-12-01,26.9,29.57,29.57,26.8,104489900.0,3089766343.0,光迅科技
2023-12-04,30.0,30.71,31.6,29.38,110247300.0,3385694583.0,光迅科技
2023-12-05,30.66,29.11,30.89,29.1,60363200.0,1757172752.0,光迅科技
2023-12-06,29.0,28.96,29.52,28.48,41354600.0,1197629216.0,光迅科技
2023-12-07,28.86,29.15,29.62,28.86,54979100.0,1602640765.0,光迅科技
2023-12-08,29.4,31.24,32.1,29.18,99195500.0,3098867420.0,光迅科技
2023-12-11,30.68,31.25,31.44,30.59,64707200.0,2022100000.0,光迅科技
2023-12-12,31.05,30.67,31.49,30.19,47966100.0,1471120287.0,光迅科技
2023-12-13,30.88,30.32,31.26,30.3,43808700.0,1328279784.0,光迅科技
2023-12-14,30.6,29.92,30.98,29.82,36319200.0,1086670464.0,光迅科技
2023-12-15,29.8,29.25,30.06,28.83,30185700.0,882931725.0,光迅科技
2023-12-18,29.03,28.51,29.31,28.37,26392100.0,752438771.0,光迅科技
2023-12-19,28.46,28.23,28.62,27.67,22026600.0,621810918.0,光迅科技
2023-12-20,28.26,27.32,28.37,27.3,23303600.0,636654352.0,光迅科技
2023-12-21,27.07,28.05,28.69,26.76,35002500.0,981820125.0,光迅科技
2023-12-22,27.9,27.37,28.28,27.16,26511500.0,725619755.0,光迅科技
2023-12-25,27.49,27.84,27.88,26.99,20549200.0,572089728.0,光迅科技
2023-12-26,27.68,26.95,27.73,26.65,21231600.0,572191620.0,光迅科技
2023-12-27,27.15,26.77,27.24,26.39,21977100.0,588326967.0,光迅科技
2023-12-28,26.62,27.51,27.65,26.45,26909400.0,740277594.0,光迅科技
2023-12-29,27.48,28.0,28.46,27.37,28054500.0,785526000.0,光迅科技
2024-01-02,27.85,27.4,28.15,27.4,18406400.0,504335360.0,光迅科技
2024-01-03,27.3,27.12,27.66,26.83,18630800.0,505267296.0,光迅科技
2024-01-04,27.14,27.52,27.64,26.89,17921800.0,493207936.0,光迅科技
2024-01-05,27.36,25.86,27.36,25.62,34225300.0,885066258.0,光迅科技
2024-01-08,25.86,24.5,25.94,24.48,27865500.0,682704750.0,光迅科技
2024-01-09,24.96,24.68,25.23,24.2,22260700.0,549394076.0,光迅科技
2024-01-10,24.45,23.61,24.46,23.5,23234100.0,548557101.0,光迅科技
2024-01-11,23.5,24.4,24.56,23.47,23314300.0,568868920.0,光迅科技
2024-01-12,24.2,23.82,24.29,23.76,14232500.0,339018150.0,光迅科技
2024-01-15,23.61,23.88,24.16,23.51,12618400.0,301327392.0,光迅科技
2024-01-16,23.81,23.58,23.9,23.15,17868200.0,421332155.99999994,光迅科技
2024-01-17,23.56,23.05,23.79,23.0,16774500.0,386652225.0,光迅科技
2024-01-18,22.52,24.08,24.09,22.41,36533200.0,879719455.9999999,光迅科技
2024-01-19,23.84,23.99,24.8,23.72,31236800.0,749370832.0,光迅科技
2024-01-22,24.65,23.26,24.77,22.99,32479700.0,755477822.0,光迅科技
2024-01-23,23.02,24.82,25.22,23.02,47284500.0,1173601290.0,光迅科技
2024-01-24,24.82,25.18,25.3,24.13,42542100.0,1071210078.0,光迅科技
2024-01-25,24.9,25.92,26.1,24.67,44052800.0,1141848576.0,光迅科技
2024-01-26,25.68,25.2,25.8,24.98,28752300.0,724557960.0,光迅科技
2024-01-29,25.2,23.24,25.2,23.24,31162600.0,724218824.0,光迅科技
2024-01-30,23.05,22.51,23.72,22.45,20199400.0,454688494.00000006,光迅科技
2024-01-31,22.25,21.22,22.48,21.2,28362700.0,601856494.0,光迅科技
2024-02-01,20.98,22.18,22.94,20.75,36861400.0,817585852.0,光迅科技
2024-02-02,21.93,21.1,22.53,20.35,31576100.0,666255710.0,光迅科技
2024-02-05,20.73,19.74,21.13,19.08,34287100.0,676827354.0,光迅科技
2024-02-06,19.51,21.76,21.76,19.4,43051300.0,936796288.0000001,光迅科技
2024-02-07,21.71,22.47,22.92,21.51,37847800.0,850440066.0,光迅科技
2024-02-08,22.82,23.29,24.03,22.82,34957300.0,814155517.0,光迅科技
2024-02-19,24.52,25.67,25.67,23.91,45972200.0,1180106374.0,光迅科技
2024-02-20,25.67,25.75,26.44,25.34,52212100.0,1344461575.0,光迅科技
2024-02-21,25.23,25.42,26.16,25.08,38910400.0,989102368.0000001,光迅科技
2024-02-22,27.49,26.89,28.01,26.44,59391300.0,1597032057.0,光迅科技
2024-02-23,27.2,27.75,28.18,26.62,54685800.0,1517530950.0,光迅科技
2024-02-26,27.01,27.32,28.29,26.75,51272400.0,1400761968.0,光迅科技
2024-02-27,27.0,28.88,29.18,26.86,62634900.0,1808895912.0,光迅科技
2024-02-28,28.86,26.79,29.05,26.74,60775800.0,1628183682.0,光迅科技
2024-02-29,27.09,29.52,29.52,27.02,96264100.0,2841716232.0,光迅科技
2024-03-01,29.82,32.52,32.52,29.58,101487700.0,3300380004.0000005,光迅科技
2024-03-04,33.95,35.82,35.82,33.61,86044700.0,3082121154.0,光迅科技
2024-03-05,35.85,34.97,38.2,34.5,154186500.0,5391901905.0,光迅科技
2024-03-06,35.18,37.4,38.1,35.16,125172400.0,4681447760.0,光迅科技
2024-03-07,36.88,34.92,37.39,34.63,100410800.0,3506345136.0,光迅科技
2024-03-08,36.3,38.46,38.46,35.53,135363500.0,5206080210.0,光迅科技
2024-03-11,37.5,42.36,42.36,37.29,134719100.0,5706701076.0,光迅科技
2024-03-12,42.36,40.16,42.4,39.16,121291100.0,4871050576.0,光迅科技
2024-03-13,41.16,38.84,41.4,38.1,111837500.0,4343768500.0,光迅科技
2024-03-14,37.38,39.92,40.18,37.38,100485600.0,4011385152.0,光迅科技
2024-03-15,39.12,39.41,39.76,37.8,96169700.0,3790047876.9999995,光迅科技
2024-03-18,39.3,39.82,40.48,39.1,84979100.0,3383867762.0,光迅科技
2024-03-19,39.05,39.13,40.3,38.38,76195600.0,2981533828.0,光迅科技
2024-03-20,38.48,38.67,40.0,38.18,66825400.0,2584138218.0,光迅科技
2024-03-21,38.27,37.8,38.99,37.73,58340900.0,2205286020.0,光迅科技
2024-03-22,37.8,37.74,38.38,36.89,61429500.0,2318349330.0,光迅科技
2024-03-25,37.88,36.95,38.9,36.9,60301400.0,2228136730.0,光迅科技
2024-03-26,36.33,34.99,37.35,34.2,78278400.0,2738961216.0,光迅科技
2024-03-27,36.48,35.44,37.36,35.4,90153600.0,3195043584.0,光迅科技
2024-03-28,35.32,38.02,39.03,34.61,115650700.0,4397039614.0,光迅科技
2024-03-29,37.57,38.02,38.41,36.78,76005200.0,2889717704.0,光迅科技
