date,open,close,high,low,volume,amount,name
2023-12-01,78.042,77.118,78.042,75.765,1009347.0,77838821.946,安集科技
2023-12-04,77.405,75.833,77.518,75.697,621264.0,47112312.912,安集科技
2023-12-05,75.692,75.15,76.098,74.463,782028.0,58769404.2,安集科技
2023-12-06,75.241,75.697,76.348,74.363,624500.0,47272776.5,安集科技
2023-12-07,76.143,74.385,76.143,74.044,700547.0,52110188.595000006,安集科技
2023-12-08,74.385,76.293,76.416,73.925,1147468.0,87543776.12400001,安集科技
2023-12-11,75.515,77.632,77.737,75.278,722522.0,56090827.90400001,安集科技
2023-12-12,77.632,78.147,78.657,76.658,550198.0,42996323.106000006,安集科技
2023-12-13,78.065,76.876,79.226,76.876,559622.0,43021500.872,安集科技
2023-12-14,77.518,77.382,78.657,76.152,507802.0,39294734.364,安集科技
2023-12-15,77.382,76.608,77.974,76.425,391593.0,29999156.544,安集科技
2023-12-18,76.152,74.149,76.198,73.739,698338.0,51781064.362,安集科技
2023-12-19,73.875,73.916,75.469,73.274,592788.0,43816517.808,安集科技
2023-12-20,73.944,73.042,74.24,72.336,673344.0,49182392.448,安集科技
2023-12-21,73.01,73.575,73.784,72.281,621069.0,45695151.675000004,安集科技
2023-12-22,73.752,72.873,73.761,71.607,792104.0,57722994.792,安集科技
2023-12-25,73.611,70.319,73.611,69.517,1051841.0,73964407.279,安集科技
2023-12-26,70.633,68.401,70.665,68.023,807083.0,55205284.283,安集科技
2023-12-27,68.105,70.92,71.225,67.982,1268567.0,89966771.64,安集科技
2023-12-28,70.92,70.897,72.045,70.264,1111407.0,78795422.07900001,安集科技
2023-12-29,70.687,71.944,72.81,70.487,958207.0,68937244.408,安集科技
2024-01-02,72.441,70.455,72.441,70.455,553710.0,39011638.05,安集科技
2024-01-03,70.464,68.183,70.765,67.55,740055.0,50459170.065000005,安集科技
2024-01-04,68.411,67.299,68.584,66.785,636275.0,42820671.225,安集科技
2024-01-05,67.299,65.473,67.559,65.232,871998.0,57092325.054,安集科技
2024-01-08,65.318,64.38,65.705,63.674,636543.0,40980638.339999996,安集科技
2024-01-09,64.608,64.316,65.678,63.082,793257.0,51019117.212000005,安集科技
2024-01-10,63.857,63.187,65.082,62.791,799473.0,50516300.451,安集科技
2024-01-11,63.183,64.13,64.467,62.304,902209.0,57858663.169999994,安集科技
2024-01-12,63.857,62.495,64.763,62.445,863579.0,53969369.605,安集科技
2024-01-15,62.472,62.695,63.834,61.306,1024162.0,64209836.59,安集科技
2024-01-16,62.782,62.673,64.066,62.276,940142.0,58921519.566,安集科技
2024-01-17,62.563,60.163,62.563,60.163,929888.0,55944851.743999995,安集科技
2024-01-18,60.131,63.356,63.529,58.906,1593850.0,100979960.60000001,安集科技
2024-01-19,63.857,64.294,66.352,63.606,1626905.0,104600230.07,安集科技
2024-01-22,63.857,58.46,63.893,58.301,2166427.0,126649322.42,安集科技
2024-01-23,58.442,59.02,60.532,57.709,1155837.0,68217499.74000001,安集科技
2024-01-24,59.576,60.031,60.168,57.8,1251916.0,75153769.396,安集科技
2024-01-25,59.972,61.325,61.475,58.619,1196715.0,73388547.375,安集科技
2024-01-26,60.669,60.851,61.98,59.804,1220393.0,74262134.443,安集科技
2024-01-29,60.924,58.205,61.634,57.517,1525407.0,88786314.435,安集科技
2024-01-30,58.26,54.967,58.26,54.607,1445876.0,79475466.092,安集科技
2024-01-31,55.691,54.53,55.787,52.79,1787372.0,97465395.16,安集科技
2024-02-01,54.694,57.208,59.271,53.428,1944401.0,111235292.40799999,安集科技
2024-02-02,57.299,55.432,57.731,54.093,1397396.0,77460455.072,安集科技
2024-02-05,54.179,58.073,59.899,53.232,2093290.0,121563630.17,安集科技
2024-02-06,57.253,63.857,63.893,57.026,1994803.0,127382135.171,安集科技
2024-02-07,63.857,67.272,68.72,63.857,1827820.0,122961107.04,安集科技
2024-02-08,67.955,67.277,71.143,65.359,1673668.0,112599362.036,安集科技
2024-02-19,68.319,65.291,68.411,63.401,2049117.0,133788898.04699999,安集科技
2024-02-20,64.676,64.767,65.132,62.95,1361565.0,88184480.35499999,安集科技
2024-02-21,63.72,65.186,66.348,63.397,1253951.0,81740049.886,安集科技
2024-02-22,65.678,65.942,66.079,64.54,976382.0,64384581.844,安集科技
2024-02-23,66.179,66.361,67.718,65.405,1052637.0,69854043.957,安集科技
2024-02-26,66.038,66.138,67.181,65.223,1118335.0,73964440.23,安集科技
2024-02-27,65.628,67.386,67.395,65.132,1564829.0,105447566.99399999,安集科技
2024-02-28,67.636,63.301,67.682,63.301,1874967.0,118687286.067,安集科技
2024-02-29,62.946,67.951,70.533,62.855,2636415.0,179147035.665,安集科技
2024-03-01,68.365,68.811,69.754,67.418,1905851.0,131143513.16100001,安集科技
2024-03-04,68.788,70.264,70.965,68.201,1820192.0,127893970.688,安集科技
2024-03-05,69.576,67.75,70.278,66.971,1712666.0,116033121.5,安集科技
2024-03-06,67.267,66.361,67.951,65.528,1435249.0,95244558.88900001,安集科技
2024-03-07,66.999,65.359,68.397,65.332,1535696.0,100371554.864,安集科技
2024-03-08,65.45,66.225,67.035,65.45,1097536.0,72684321.6,安集科技
2024-03-11,65.674,66.534,66.534,65.268,1491911.0,99262806.474,安集科技
2024-03-12,66.562,67.34,68.183,65.701,1504456.0,101310067.04,安集科技
2024-03-13,67.495,67.204,68.52,67.181,1400969.0,94150720.67599998,安集科技
2024-03-14,66.808,65.801,66.949,65.296,1062622.0,69921590.222,安集科技
2024-03-15,65.623,64.704,65.678,63.674,1328504.0,85959522.81599998,安集科技
2024-03-18,65.223,64.303,65.223,62.946,2687129.0,172790456.08699998,安集科技
2024-03-19,64.13,64.203,65.041,63.674,1463160.0,93939261.48,安集科技
2024-03-20,64.207,63.629,64.43,62.996,1885107.0,119947473.303,安集科技
2024-03-21,64.034,63.128,65.391,62.764,1503602.0,94919387.056,安集科技
2024-03-22,63.128,63.356,64.617,62.75,1409734.0,89315107.304,安集科技
2024-03-25,62.791,62.14,64.722,60.591,2394440.0,148790501.6,安集科技
2024-03-26,62.24,61.224,63.652,60.988,1588847.0,97275568.728,安集科技
2024-03-27,60.965,58.21,61.238,58.21,1627043.0,94710173.03,安集科技
2024-03-28,58.524,59.854,60.432,58.301,1487315.0,89021752.01,安集科技
2024-03-29,59.849,61.42,61.438,59.075,1084941.0,66637076.22,安集科技
2024-04-01,61.798,63.183,63.369,60.974,1227005.0,77525856.915,安集科技
2024-04-02,63.151,63.72,64.034,62.504,1168171.0,74435856.12,安集科技
