date,open,close,high,low,volume,amount,name
2023-12-01,65.96,69.632,70.738,64.703,41044600.0,2858017587.2000003,中际旭创
2023-12-04,70.005,71.629,73.224,69.703,35437700.0,2538367013.3,中际旭创
2023-12-05,70.982,70.206,72.498,69.998,27060800.0,1899830524.8000002,中际旭创
2023-12-06,69.632,70.12,70.709,68.769,17717700.0,1242365124.0,中际旭创
2023-12-07,71.5,72.771,73.583,69.79,32380700.0,2356375919.7,中际旭创
2023-12-08,75.279,82.205,83.929,73.964,62843800.0,5166074579.0,中际旭创
2023-12-11,82.018,84.109,84.72,79.848,44329000.0,3728467861.0,中际旭创
2023-12-12,84.087,80.38,85.079,78.253,43834400.0,3523409072.0,中际旭创
2023-12-13,79.798,79.259,81.12,79.065,20526400.0,1626901937.6,中际旭创
2023-12-14,80.409,78.835,81.76,78.325,23896200.0,1883856926.9999998,中际旭创
2023-12-15,79.245,76.852,79.906,75.782,20130300.0,1547053815.6000001,中际旭创
2023-12-18,76.184,79.252,80.768,75.746,27400000.0,2171504800.0,中际旭创
2023-12-19,79.784,79.108,80.33,76.809,19986800.0,1581115774.4,中际旭创
2023-12-20,79.116,76.313,79.374,75.056,23889800.0,1823102307.4,中际旭创
2023-12-21,75.53,79.827,82.492,74.977,29879800.0,2385214794.6,中际旭创
2023-12-22,78.742,77.097,80.164,76.371,23863500.0,1839804259.4999998,中际旭创
2023-12-25,77.614,77.714,79.173,75.149,15221000.0,1182884794.0,中际旭创
2023-12-26,77.24,74.632,77.808,73.662,19558500.0,1459689972.0,中际旭创
2023-12-27,75.078,74.754,76.105,74.381,13351100.0,998048129.4000001,中际旭创
2023-12-28,74.575,76.105,76.96,74.23,19907900.0,1515090729.5,中际旭创
2023-12-29,76.177,78.907,81.077,76.155,24104700.0,1902029562.8999999,中际旭创
2024-01-02,78.864,77.255,80.251,77.197,14791100.0,1142686430.5,中际旭创
2024-01-03,76.177,73.217,76.809,73.145,22108700.0,1618732687.8999999,中际旭创
2024-01-04,73.008,72.505,73.705,71.327,16650700.0,1207259003.5,中际旭创
2024-01-05,72.232,69.653,72.865,69.057,17552100.0,1222556421.3000002,中际旭创
2024-01-08,69.488,68.769,70.429,68.065,13263000.0,912083247.0000001,中际旭创
2024-01-09,70.91,70.58,72.168,69.991,20001100.0,1411677638.0,中际旭创
2024-01-10,70.587,69.632,71.579,68.41,13860200.0,965113446.4000001,中际旭创
2024-01-11,69.632,72.067,72.85,69.567,19289700.0,1390150809.8999999,中际旭创
2024-01-12,71.521,70.034,71.773,69.315,13842000.0,969410628.0000001,中际旭创
2024-01-15,69.172,70.982,72.218,69.172,12647600.0,897751943.2,中际旭创
2024-01-16,70.271,69.84,70.537,68.482,16902600.0,1180477584.0,中际旭创
2024-01-17,70.106,68.927,71.672,68.927,19193200.0,1322929696.4,中际旭创
2024-01-18,67.505,76.694,76.78,67.354,37099800.0,2845332061.2000003,中际旭创
2024-01-19,78.469,77.535,79.389,77.097,31897300.0,2473157155.5,中际旭创
2024-01-22,81.127,77.966,81.486,77.528,32715000.0,2550657690.0,中际旭创
2024-01-23,78.246,79.69,82.033,77.42,29757000.0,2371335330.0,中际旭创
2024-01-24,79.439,79.475,79.82,76.084,26955200.0,2142264519.9999998,中际旭创
2024-01-25,78.598,82.816,83.426,77.837,29701000.0,2459718016.0,中际旭创
2024-01-26,82.557,81.099,82.564,79.547,23215000.0,1882713285.0,中际旭创
2024-01-29,79.439,72.376,79.439,67.261,42655900.0,3087263418.4,中际旭创
2024-01-30,71.787,70.494,73.799,70.156,21396800.0,1508346019.2,中际旭创
2024-01-31,69.646,71.643,75.3,68.733,28299500.0,2027461078.5,中际旭创
2024-02-01,72.355,77.571,81.127,70.745,35111600.0,2723641923.6,中际旭创
2024-02-02,78.167,76.709,79.604,75.164,27957800.0,2144614880.2,中际旭创
2024-02-05,75.379,78.253,82.155,75.286,36554700.0,2860514939.1,中际旭创
2024-02-06,77.291,87.507,87.507,76.673,35496900.0,3106227228.3,中际旭创
2024-02-07,86.228,87.313,88.305,85.144,27058000.0,2362515154.0,中际旭创
2024-02-08,89.39,89.031,96.215,87.45,35591800.0,3168773545.8,中际旭创
2024-02-19,96.934,107.28,107.28,93.959,41589100.0,4461678648.0,中际旭创
2024-02-20,107.711,112.381,114.889,106.274,44837200.0,5038849373.2,中际旭创
2024-02-21,106.993,105.527,108.451,103.616,45141600.0,4763657623.2,中际旭创
2024-02-22,111.339,108.796,112.482,105.175,41951500.0,4564155394.0,中际旭创
2024-02-23,112.74,103.925,113.459,103.436,49034100.0,5095868842.5,中际旭创
2024-02-26,99.829,104.859,106.569,99.829,33292700.0,3491039229.2999997,中际旭创
2024-02-27,103.731,114.134,116.117,102.696,45132300.0,5151129928.2,中际旭创
2024-02-28,113.459,105.419,114.824,105.419,40110600.0,4228419341.4,中际旭创
2024-02-29,107.711,109.263,111.878,106.274,36809400.0,4021905472.2000003,中际旭创
2024-03-01,109.888,113.531,115.27,109.888,37820700.0,4293821891.7000003,中际旭创
2024-03-04,117.13,116.807,120.399,112.819,40503500.0,4731092324.5,中际旭创
2024-03-05,115.111,119.322,127.038,114.623,46923400.0,5598993934.8,中际旭创
2024-03-06,117.77,117.971,120.069,114.781,30408000.0,3587262168.0,中际旭创
2024-03-07,119.925,115.715,123.352,115.614,30368900.0,3514137263.5,中际旭创
2024-03-08,119.113,123.511,124.904,116.081,36453800.0,4502445291.8,中际旭创
2024-03-11,117.791,120.356,120.622,115.816,34161700.0,4111565565.2,中际旭创
2024-03-12,119.782,116.225,121.068,112.575,36190500.0,4206240862.5,中际旭创
2024-03-13,120.938,116.333,121.276,116.254,31768400.0,3695713277.2,中际旭创
2024-03-14,114.177,119.588,121.362,114.177,31101700.0,3719390099.6,中际旭创
2024-03-15,117.77,125.213,127.397,116.757,38974200.0,4880076504.599999,中际旭创
2024-03-18,126.212,127.103,131.478,125.379,32993600.0,4193585540.7999997,中际旭创
2024-03-19,122.303,122.663,124.703,120.967,33277200.0,4081881183.6,中际旭创
2024-03-20,121.362,119.178,123.992,117.051,32158000.0,3832526124.0,中际旭创
2024-03-21,119.379,118.258,121.836,117.288,25327300.0,2995155843.4,中际旭创
2024-03-22,118.488,118.258,120.299,117.31,22615300.0,2674440147.4,中际旭创
2024-03-25,118.46,117.418,121.276,115.614,22335700.0,2622613222.6,中际旭创
2024-03-26,116.699,111.663,121.923,105.556,46524600.0,5195076409.8,中际旭创
2024-03-27,113.301,108.573,114.156,107.539,29085600.0,3157910848.7999997,中际旭创
2024-03-28,109.155,108.925,112.654,106.368,26330900.0,2868093282.5,中际旭创
2024-03-29,107.783,110.269,110.585,106.885,16722000.0,1843918218.0,中际旭创
2024-04-01,111.153,114.896,115.528,109.701,21793100.0,2503940017.6,中际旭创
2024-04-02,114.177,114.573,117.051,112.762,19455600.0,2229086458.7999997,中际旭创
2024-04-03,112.022,109.938,113.136,109.601,16630400.0,1828312915.2,中际旭创
2024-04-08,109.579,116.017,119.422,109.579,25924300.0,3007659513.1,中际旭创
2024-04-09,115.614,116.261,117.037,112.906,17038300.0,1980889796.3,中际旭创
2024-04-10,114.371,112.381,116.247,110.585,16849100.0,1893518707.1,中际旭创
2024-04-11,113.459,112.848,116.031,112.59,14886300.0,1679889182.4,中际旭创
2024-04-12,115.614,119.444,123.015,115.255,30735100.0,3671123284.4,中际旭创
2024-04-15,118.337,119.566,121.75,117.454,17939600.0,2144966213.6000001,中际旭创
2024-04-16,117.985,117.31,121.721,114.932,18793500.0,2204665485.0,中际旭创
